tss_id	ohn_fam	mm_cat	dre_cat	Connectivity
ENSDARG00000088232	ohn_fam_BL21209	1-2	2	0
ENSDARG00000075467	ohn_fam_BL21209	1-2	2	1
BL12557	ohn_fam_BL12557	1-1	1	0
ENSDARG00000059503	ohn_fam_BL12557	1-1	1	0
BL16575	ohn_fam_BL16575	1-3	1	0
ENSDARG00000004880	ohn_fam_BL16575	1-3	1	0
BL12865	ohn_fam_BL12865	1-3	2	0
ENSDARG00000087303	ohn_fam_BL12865	1-3	2	0
ENSDARG00000036074	ohn_fam_BL12865	1-3	2	0
BL12862	ohn_fam_BL12862	1-1	1	1
ENSDARG00000040041	ohn_fam_BL12862	1-1	1	1
BL11283	ohn_fam_BL11283	1-1	1	1
ENSDARG00000105117	ohn_fam_BL11283	1-1	1	0
BL11282	ohn_fam_BL11282	1-1	1	0
ENSDARG00000056204	ohn_fam_BL11282	1-1	1	1
BL11285	ohn_fam_BL11285	1-1	1	0
ENSDARG00000030153	ohn_fam_BL11285	1-1	1	0
BL13801	ohn_fam_BL13801	1-1	1	0
ENSDARG00000056167	ohn_fam_BL13801	1-1	1	3
BL08612	ohn_fam_BL08612	1-1	2	2
ENSDARG00000076650	ohn_fam_BL08612	1-1	2	1
ENSDARG00000060280	ohn_fam_BL08612	1-1	2	1
BL13718	ohn_fam_BL13718	1-1	1	0
ENSDARG00000003449	ohn_fam_BL13718	1-1	1	1
BL02969	ohn_fam_BL02969	1-1	1	0
ENSDARG00000004059	ohn_fam_BL02969	1-1	1	0
BL02961	ohn_fam_BL02961	1-1	1	0
ENSDARG00000103135	ohn_fam_BL02961	1-1	1	0
BL02962	ohn_fam_BL02962	1-2	2	2
ENSDARG00000062448	ohn_fam_BL02962	1-2	2	0
ENSDARG00000069030	ohn_fam_BL02962	1-2	2	3
BL02965	ohn_fam_BL02965	1-1	1	1
ENSDARG00000053318	ohn_fam_BL02965	1-1	1	0
BL02967	ohn_fam_BL02967	1-3	1	0
ENSDARG00000100392	ohn_fam_BL02967	1-3	1	0
BL05604	ohn_fam_BL05604	1-1	1	0
ENSDARG00000103027	ohn_fam_BL05604	1-1	1	0
BL05605	ohn_fam_BL05605	1-3	3	0
ENSDARG00000068177	ohn_fam_BL05605	1-3	3	0
ENSDARG00000103959	ohn_fam_BL05605	1-3	3	1
ENSDARG00000018476	ohn_fam_BL05605	1-3	3	0
BL16577	ohn_fam_BL16577	1-1	2	1
ENSDARG00000062304	ohn_fam_BL16577	1-1	2	1
ENSDARG00000018285	ohn_fam_BL16577	1-1	2	0
BL05600	ohn_fam_BL05600	1-1	1	0
ENSDARG00000055883	ohn_fam_BL05600	1-1	1	0
BL05601	ohn_fam_BL05601	1-1	1	0
ENSDARG00000062083	ohn_fam_BL05601	1-1	1	0
BL05603	ohn_fam_BL05603	1-2	3	1
ENSDARG00000034181	ohn_fam_BL05603	1-2	3	0
ENSDARG00000016454	ohn_fam_BL05603	1-2	3	0
ENSDARG00000004111	ohn_fam_BL05603	1-2	3	0
BL10575	ohn_fam_BL10575	1-1	1	0
ENSDARG00000055787	ohn_fam_BL10575	1-1	1	0
BL10576	ohn_fam_BL10576	1-1	1	0
ENSDARG00000100231	ohn_fam_BL10576	1-1	1	0
BL10577	ohn_fam_BL10577	1-4	4	0
ENSDARG00000001431	ohn_fam_BL10577	1-4	4	3
ENSDARG00000007219	ohn_fam_BL10577	1-4	4	2
ENSDARG00000071090	ohn_fam_BL10577	1-4	4	1
ENSDARG00000013755	ohn_fam_BL10577	1-4	4	2
BL96110	ohn_fam_BL96110	1-1	1	0
ENSDARG00000069085	ohn_fam_BL96110	1-1	1	3
BL08400	ohn_fam_BL08400	1-1	1	0
ENSDARG00000077760	ohn_fam_BL08400	1-1	1	0
BL08403	ohn_fam_BL08403	1-1	2	0
ENSDARG00000070447	ohn_fam_BL08403	1-1	2	0
ENSDARG00000098286	ohn_fam_BL08403	1-1	2	2
BL08409	ohn_fam_BL08409	1-2	1	0
ENSDARG00000028327	ohn_fam_BL08409	1-2	1	0
BL08408	ohn_fam_BL08408	1-2	2	0
ENSDARG00000040851	ohn_fam_BL08408	1-2	2	1
ENSDARG00000053835	ohn_fam_BL08408	1-2	2	4
BL03763	ohn_fam_BL03763	1-1	1	0
ENSDARG00000062147	ohn_fam_BL03763	1-1	1	0
BL03765	ohn_fam_BL03765	1-1	1	0
ENSDARG00000002880	ohn_fam_BL03765	1-1	1	3
BL09448	ohn_fam_BL09448	1-1	2	1
ENSDARG00000007959	ohn_fam_BL09448	1-1	2	1
ENSDARG00000102906	ohn_fam_BL09448	1-1	2	2
BL09449	ohn_fam_BL09449	1-1	1	3
ENSDARG00000070455	ohn_fam_BL09449	1-1	1	0
BL17138	ohn_fam_BL17138	1-1	1	0
ENSDARG00000055899	ohn_fam_BL17138	1-1	1	1
BL12329	ohn_fam_BL12329	1-2	2	1
ENSDARG00000070794	ohn_fam_BL12329	1-2	2	2
ENSDARG00000039196	ohn_fam_BL12329	1-2	2	3
BL12328	ohn_fam_BL12328	1-1	1	0
ENSDARG00000102184	ohn_fam_BL12328	1-1	1	3
BL14448	ohn_fam_BL14448	1-1	2	0
ENSDARG00000033029	ohn_fam_BL14448	1-1	2	0
ENSDARG00000030417	ohn_fam_BL14448	1-1	2	0
BL14449	ohn_fam_BL14449	1-1	1	1
ENSDARG00000103125	ohn_fam_BL14449	1-1	1	0
BL13499	ohn_fam_BL13499	1-1	2	1
ENSDARG00000105192	ohn_fam_BL13499	1-1	2	0
ENSDARG00000003197	ohn_fam_BL13499	1-1	2	1
BL13495	ohn_fam_BL13495	1-3	1	1
ENSDARG00000010792	ohn_fam_BL13495	1-3	1	1
BL14440	ohn_fam_BL14440	1-1	1	0
ENSDARG00000003527	ohn_fam_BL14440	1-1	1	0
BL17792	ohn_fam_BL17792	1-1	2	0
ENSDARG00000045753	ohn_fam_BL17792	1-1	2	2
ENSDARG00000035273	ohn_fam_BL17792	1-1	2	1
BL17795	ohn_fam_BL17795	1-2	2	0
ENSDARG00000052703	ohn_fam_BL17795	1-2	2	3
ENSDARG00000079516	ohn_fam_BL17795	1-2	2	0
BL24788	ohn_fam_BL24788	1-1	1	0
ENSDARG00000042270	ohn_fam_BL24788	1-1	1	1
BL21153	ohn_fam_BL21153	1-1	1	0
ENSDARG00000098859	ohn_fam_BL21153	1-1	1	0
BL21156	ohn_fam_BL21156	1-1	1	0
ENSDARG00000023989	ohn_fam_BL21156	1-1	1	0
BL11531	ohn_fam_BL11531	1-4	4	0
ENSDARG00000020187	ohn_fam_BL11531	1-4	4	0
ENSDARG00000058593	ohn_fam_BL11531	1-4	4	0
ENSDARG00000013804	ohn_fam_BL11531	1-4	4	0
ENSDARG00000035329	ohn_fam_BL11531	1-4	4	0
BL21155	ohn_fam_BL21155	1-2	3	0
ENSDARG00000059455	ohn_fam_BL21155	1-2	3	3
ENSDARG00000077461	ohn_fam_BL21155	1-2	3	0
ENSDARG00000079029	ohn_fam_BL21155	1-2	3	1
BL15792	ohn_fam_BL15792	1-1	1	0
ENSDARG00000023591	ohn_fam_BL15792	1-1	1	2
BL15797	ohn_fam_BL15797	1-1	2	0
ENSDARG00000056059	ohn_fam_BL15797	1-1	2	0
ENSDARG00000041317	ohn_fam_BL15797	1-1	2	0
BL23743	ohn_fam_BL23743	1-2	1	0
ENSDARG00000098355	ohn_fam_BL23743	1-2	1	0
BL23748	ohn_fam_BL23748	1-1	1	0
ENSDARG00000045269	ohn_fam_BL23748	1-1	1	1
BL16771	ohn_fam_BL16771	1-1	1	0
ENSDARG00000025220	ohn_fam_BL16771	1-1	1	0
BL18777	ohn_fam_BL18777	1-1	1	0
ENSDARG00000045123	ohn_fam_BL18777	1-1	1	0
BL24919	ohn_fam_BL24919	1-2	2	0
ENSDARG00000003655	ohn_fam_BL24919	1-2	2	1
ENSDARG00000019033	ohn_fam_BL24919	1-2	2	1
BL24918	ohn_fam_BL24918	1-1	2	0
ENSDARG00000044153	ohn_fam_BL24918	1-1	2	1
ENSDARG00000102012	ohn_fam_BL24918	1-1	2	1
BL24916	ohn_fam_BL24916	1-1	1	2
ENSDARG00000100157	ohn_fam_BL24916	1-1	1	0
BL20164	ohn_fam_BL20164	1-1	1	0
ENSDARG00000103619	ohn_fam_BL20164	1-1	1	0
BL20166	ohn_fam_BL20166	1-1	1	0
ENSDARG00000070073	ohn_fam_BL20166	1-1	1	0
BL20162	ohn_fam_BL20162	1-1	1	0
ENSDARG00000007250	ohn_fam_BL20162	1-1	1	0
BL07456	ohn_fam_BL07456	1-1	1	1
ENSDARG00000046141	ohn_fam_BL07456	1-1	1	0
BL24006	ohn_fam_BL24006	1-1	1	0
ENSDARG00000055737	ohn_fam_BL24006	1-1	1	0
BL24001	ohn_fam_BL24001	1-1	1	0
ENSDARG00000045428	ohn_fam_BL24001	1-1	1	0
BL40965	ohn_fam_BL40965	1-1	1	0
ENSDARG00000036775	ohn_fam_BL40965	1-1	1	0
BL21635	ohn_fam_BL21635	1-2	3	0
ENSDARG00000036096	ohn_fam_BL21635	1-2	3	0
ENSDARG00000010207	ohn_fam_BL21635	1-2	3	3
ENSDARG00000006389	ohn_fam_BL21635	1-2	3	0
BL21632	ohn_fam_BL21632	1-2	1	0
ENSDARG00000063626	ohn_fam_BL21632	1-2	1	1
BL21630	ohn_fam_BL21630	1-2	1	1
ENSDARG00000054155	ohn_fam_BL21630	1-2	1	0
BL23071	ohn_fam_BL23071	1-1	2	0
ENSDARG00000044016	ohn_fam_BL23071	1-1	2	2
ENSDARG00000042141	ohn_fam_BL23071	1-1	2	0
BL07095	ohn_fam_BL07095	1-1	1	0
ENSDARG00000078582	ohn_fam_BL07095	1-1	1	1
BL01858	ohn_fam_BL01858	1-1	1	0
ENSDARG00000026839	ohn_fam_BL01858	1-1	1	1
BL01853	ohn_fam_BL01853	1-1	2	0
ENSDARG00000044492	ohn_fam_BL01853	1-1	2	0
ENSDARG00000103225	ohn_fam_BL01853	1-1	2	2
BL06493	ohn_fam_BL06493	1-1	1	0
ENSDARG00000079067	ohn_fam_BL06493	1-1	1	0
BL20586	ohn_fam_BL20586	1-2	2	1
ENSDARG00000073933	ohn_fam_BL20586	1-2	2	0
ENSDARG00000017242	ohn_fam_BL20586	1-2	2	0
BL20585	ohn_fam_BL20585	1-3	2	0
ENSDARG00000075445	ohn_fam_BL20585	1-3	2	0
ENSDARG00000001303	ohn_fam_BL20585	1-3	2	0
BL20580	ohn_fam_BL20580	1-1	1	0
ENSDARG00000104223	ohn_fam_BL20580	1-1	1	2
BL01149	ohn_fam_BL01149	1-1	1	0
ENSDARG00000036212	ohn_fam_BL01149	1-1	1	2
BL01141	ohn_fam_BL01141	1-1	2	0
ENSDARG00000102452	ohn_fam_BL01141	1-1	2	0
ENSDARG00000036116	ohn_fam_BL01141	1-1	2	2
BL00431	ohn_fam_BL00431	1-1	1	0
ENSDARG00000018494	ohn_fam_BL00431	1-1	1	1
BL00434	ohn_fam_BL00434	1-1	1	1
ENSDARG00000059711	ohn_fam_BL00434	1-1	1	0
BL00435	ohn_fam_BL00435	1-2	2	1
ENSDARG00000029057	ohn_fam_BL00435	1-2	2	0
ENSDARG00000105208	ohn_fam_BL00435	1-2	2	2
BL04534	ohn_fam_BL04534	1-1	1	0
ENSDARG00000076914	ohn_fam_BL04534	1-1	1	0
BL04533	ohn_fam_BL04533	1-1	1	0
ENSDARG00000007523	ohn_fam_BL04533	1-1	1	3
BL04532	ohn_fam_BL04532	1-1	1	0
ENSDARG00000005772	ohn_fam_BL04532	1-1	1	0
BL23626	ohn_fam_BL23626	1-1	2	1
ENSDARG00000036304	ohn_fam_BL23626	1-1	2	0
ENSDARG00000092662	ohn_fam_BL23626	1-1	2	0
BL22745	ohn_fam_BL22745	1-1	1	0
ENSDARG00000016904	ohn_fam_BL22745	1-1	1	1
BL23623	ohn_fam_BL23623	1-1	2	0
ENSDARG00000053026	ohn_fam_BL23623	1-1	2	0
ENSDARG00000062606	ohn_fam_BL23623	1-1	2	0
BL16221	ohn_fam_BL16221	1-3	4	1
ENSDARG00000029865	ohn_fam_BL16221	1-3	4	0
ENSDARG00000012460	ohn_fam_BL16221	1-3	4	0
ENSDARG00000000804	ohn_fam_BL16221	1-3	4	3
ENSDARG00000044044	ohn_fam_BL16221	1-3	4	0
BL04390	ohn_fam_BL04390	1-2	2	0
ENSDARG00000036549	ohn_fam_BL04390	1-2	2	2
ENSDARG00000069044	ohn_fam_BL04390	1-2	2	0
BL04393	ohn_fam_BL04393	1-1	2	0
ENSDARG00000055652	ohn_fam_BL04393	1-1	2	0
ENSDARG00000099079	ohn_fam_BL04393	1-1	2	0
BL04394	ohn_fam_BL04394	1-1	1	0
ENSDARG00000074552	ohn_fam_BL04394	1-1	1	1
BL03169	ohn_fam_BL03169	1-1	1	0
ENSDARG00000075857	ohn_fam_BL03169	1-1	1	1
BL04396	ohn_fam_BL04396	1-1	1	0
ENSDARG00000038577	ohn_fam_BL04396	1-1	1	2
BL03160	ohn_fam_BL03160	1-1	2	0
ENSDARG00000059654	ohn_fam_BL03160	1-1	2	0
ENSDARG00000074213	ohn_fam_BL03160	1-1	2	0
BL07847	ohn_fam_BL07847	1-1	1	0
ENSDARG00000040314	ohn_fam_BL07847	1-1	1	0
BL07842	ohn_fam_BL07842	1-1	1	0
ENSDARG00000018904	ohn_fam_BL07842	1-1	1	0
BL12697	ohn_fam_BL12697	1-2	4	0
ENSDARG00000024588	ohn_fam_BL12697	1-2	4	0
ENSDARG00000103647	ohn_fam_BL12697	1-2	4	0
ENSDARG00000032199	ohn_fam_BL12697	1-2	4	0
ENSDARG00000074082	ohn_fam_BL12697	1-2	4	0
BL95957	ohn_fam_BL95957	1-1	1	0
ENSDARG00000071150	ohn_fam_BL95957	1-1	1	0
BL08617	ohn_fam_BL08617	1-1	1	0
ENSDARG00000078767	ohn_fam_BL08617	1-1	1	0
BL06824	ohn_fam_BL06824	1-1	1	0
ENSDARG00000087229	ohn_fam_BL06824	1-1	1	1
BL06826	ohn_fam_BL06826	1-2	2	0
ENSDARG00000037860	ohn_fam_BL06826	1-2	2	0
ENSDARG00000045230	ohn_fam_BL06826	1-2	2	3
BL06820	ohn_fam_BL06820	1-1	1	0
ENSDARG00000071699	ohn_fam_BL06820	1-1	1	0
BL18963	ohn_fam_BL18963	1-1	1	0
ENSDARG00000059714	ohn_fam_BL18963	1-1	1	0
BL06828	ohn_fam_BL06828	1-1	1	0
ENSDARG00000070568	ohn_fam_BL06828	1-1	1	2
BL35064	ohn_fam_BL35064	1-2	4	0
ENSDARG00000076440	ohn_fam_BL35064	1-2	4	2
ENSDARG00000087517	ohn_fam_BL35064	1-2	4	0
ENSDARG00000005544	ohn_fam_BL35064	1-2	4	1
ENSDARG00000032369	ohn_fam_BL35064	1-2	4	0
BL13301	ohn_fam_BL13301	1-1	1	0
ENSDARG00000044943	ohn_fam_BL13301	1-1	1	0
BL15229	ohn_fam_BL15229	1-2	2	0
ENSDARG00000063677	ohn_fam_BL15229	1-2	2	0
ENSDARG00000099692	ohn_fam_BL15229	1-2	2	1
BL03952	ohn_fam_BL03952	1-1	1	0
ENSDARG00000041908	ohn_fam_BL03952	1-1	1	0
BL03953	ohn_fam_BL03953	1-1	1	1
ENSDARG00000075650	ohn_fam_BL03953	1-1	1	0
BL96092	ohn_fam_BL96092	1-4	6	0
ENSDARG00000019856	ohn_fam_BL96092	1-4	6	1
ENSDARG00000104139	ohn_fam_BL96092	1-4	6	3
ENSDARG00000010472	ohn_fam_BL96092	1-4	6	0
ENSDARG00000001870	ohn_fam_BL96092	1-4	6	2
ENSDARG00000018259	ohn_fam_BL96092	1-4	6	1
ENSDARG00000002791	ohn_fam_BL96092	1-4	6	1
BL96095	ohn_fam_BL96095	1-1	1	0
ENSDARG00000037040	ohn_fam_BL96095	1-1	1	0
BL00372	ohn_fam_BL00372	1-1	1	0
ENSDARG00000056672	ohn_fam_BL00372	1-1	1	0
BL05851	ohn_fam_BL05851	1-4	4	0
ENSDARG00000094901	ohn_fam_BL05851	1-4	4	3
ENSDARG00000096662	ohn_fam_BL05851	1-4	4	3
ENSDARG00000014031	ohn_fam_BL05851	1-4	4	1
ENSDARG00000104719	ohn_fam_BL05851	1-4	4	0
BL24555	ohn_fam_BL24555	1-1	1	0
ENSDARG00000077988	ohn_fam_BL24555	1-1	1	0
BL11216	ohn_fam_BL11216	1-2	1	0
ENSDARG00000005821	ohn_fam_BL11216	1-2	1	1
BL09964	ohn_fam_BL09964	1-1	1	1
ENSDARG00000012572	ohn_fam_BL09964	1-1	1	0
BL09961	ohn_fam_BL09961	1-2	2	0
ENSDARG00000038151	ohn_fam_BL09961	1-2	2	1
ENSDARG00000070565	ohn_fam_BL09961	1-2	2	1
BL08611	ohn_fam_BL08611	1-1	1	1
ENSDARG00000094191	ohn_fam_BL08611	1-1	1	0
BL08618	ohn_fam_BL08618	1-2	1	0
ENSDARG00000091576	ohn_fam_BL08618	1-2	1	1
BL29045	ohn_fam_BL29045	1-1	1	0
ENSDARG00000075492	ohn_fam_BL29045	1-1	1	0
BL87152	ohn_fam_BL87152	1-1	1	0
ENSDARG00000016112	ohn_fam_BL87152	1-1	1	0
BL12178	ohn_fam_BL12178	1-2	1	0
ENSDARG00000061223	ohn_fam_BL12178	1-2	1	0
BL12179	ohn_fam_BL12179	1-1	1	1
ENSDARG00000005561	ohn_fam_BL12179	1-1	1	0
BL20872	ohn_fam_BL20872	1-1	1	0
ENSDARG00000020301	ohn_fam_BL20872	1-1	1	0
BL20870	ohn_fam_BL20870	1-1	1	0
ENSDARG00000054867	ohn_fam_BL20870	1-1	1	1
BL20879	ohn_fam_BL20879	1-1	1	0
ENSDARG00000099368	ohn_fam_BL20879	1-1	1	3
BL18133	ohn_fam_BL18133	1-1	1	0
ENSDARG00000027234	ohn_fam_BL18133	1-1	1	0
BL17035	ohn_fam_BL17035	1-1	1	0
ENSDARG00000019581	ohn_fam_BL17035	1-1	1	1
BL19208	ohn_fam_BL19208	1-1	1	0
ENSDARG00000025212	ohn_fam_BL19208	1-1	1	0
BL14639	ohn_fam_BL14639	1-1	1	0
ENSDARG00000052010	ohn_fam_BL14639	1-1	1	0
BL14634	ohn_fam_BL14634	1-2	1	0
ENSDARG00000102412	ohn_fam_BL14634	1-2	1	0
BL74986	ohn_fam_BL74986	1-3	3	0
ENSDARG00000031720	ohn_fam_BL74986	1-3	3	2
ENSDARG00000060637	ohn_fam_BL74986	1-3	3	0
ENSDARG00000073883	ohn_fam_BL74986	1-3	3	3
BL05933	ohn_fam_BL05933	1-3	5	0
ENSDARG00000015206	ohn_fam_BL05933	1-3	5	0
ENSDARG00000004735	ohn_fam_BL05933	1-3	5	2
ENSDARG00000040564	ohn_fam_BL05933	1-3	5	0
ENSDARG00000079780	ohn_fam_BL05933	1-3	5	0
ENSDARG00000056830	ohn_fam_BL05933	1-3	5	2
BL05935	ohn_fam_BL05935	1-1	2	1
ENSDARG00000068855	ohn_fam_BL05935	1-1	2	2
ENSDARG00000062924	ohn_fam_BL05935	1-1	2	0
BL29477	ohn_fam_BL29477	1-1	2	0
ENSDARG00000103908	ohn_fam_BL29477	1-1	2	0
ENSDARG00000075132	ohn_fam_BL29477	1-1	2	1
BL29476	ohn_fam_BL29476	1-2	1	0
ENSDARG00000097660	ohn_fam_BL29476	1-2	1	1
BL18637	ohn_fam_BL18637	1-2	2	0
ENSDARG00000074084	ohn_fam_BL18637	1-2	2	2
ENSDARG00000059003	ohn_fam_BL18637	1-2	2	0
BL20010	ohn_fam_BL20010	1-1	2	1
ENSDARG00000010267	ohn_fam_BL20010	1-1	2	3
ENSDARG00000086853	ohn_fam_BL20010	1-1	2	0
BL20011	ohn_fam_BL20011	1-2	3	1
ENSDARG00000021483	ohn_fam_BL20011	1-2	3	0
ENSDARG00000057016	ohn_fam_BL20011	1-2	3	0
ENSDARG00000013858	ohn_fam_BL20011	1-2	3	2
BL20013	ohn_fam_BL20013	1-2	1	1
ENSDARG00000069726	ohn_fam_BL20013	1-2	1	0
BL24700	ohn_fam_BL24700	1-1	1	1
ENSDARG00000037892	ohn_fam_BL24700	1-1	1	0
BL24701	ohn_fam_BL24701	1-1	1	0
ENSDARG00000058076	ohn_fam_BL24701	1-1	1	0
BL24705	ohn_fam_BL24705	1-1	1	0
ENSDARG00000014692	ohn_fam_BL24705	1-1	1	0
BL07399	ohn_fam_BL07399	1-1	1	0
ENSDARG00000056381	ohn_fam_BL07399	1-1	1	0
BL07391	ohn_fam_BL07391	1-2	4	0
ENSDARG00000075571	ohn_fam_BL07391	1-2	4	3
ENSDARG00000079934	ohn_fam_BL07391	1-2	4	0
ENSDARG00000098215	ohn_fam_BL07391	1-2	4	0
ENSDARG00000079496	ohn_fam_BL07391	1-2	4	0
BL19589	ohn_fam_BL19589	1-1	1	0
ENSDARG00000100002	ohn_fam_BL19589	1-1	1	3
BL19586	ohn_fam_BL19586	1-1	2	0
ENSDARG00000026359	ohn_fam_BL19586	1-1	2	0
ENSDARG00000016704	ohn_fam_BL19586	1-1	2	1
BL07640	ohn_fam_BL07640	1-1	1	0
ENSDARG00000056683	ohn_fam_BL07640	1-1	1	0
BL95334	ohn_fam_BL95334	1-2	3	1
ENSDARG00000045836	ohn_fam_BL95334	1-2	3	0
ENSDARG00000000857	ohn_fam_BL95334	1-2	3	0
ENSDARG00000028721	ohn_fam_BL95334	1-2	3	0
BL07649	ohn_fam_BL07649	1-1	1	0
ENSDARG00000006290	ohn_fam_BL07649	1-1	1	3
BL21864	ohn_fam_BL21864	1-1	1	0
ENSDARG00000089291	ohn_fam_BL21864	1-1	1	0
BL21860	ohn_fam_BL21860	1-1	1	0
ENSDARG00000059951	ohn_fam_BL21860	1-1	1	0
BL10323	ohn_fam_BL10323	1-1	1	0
ENSDARG00000011405	ohn_fam_BL10323	1-1	1	1
BL46622	ohn_fam_BL46622	1-1	1	2
ENSDARG00000095675	ohn_fam_BL46622	1-1	1	3
BL05098	ohn_fam_BL05098	1-1	1	1
ENSDARG00000074170	ohn_fam_BL05098	1-1	1	0
BL05096	ohn_fam_BL05096	1-3	6	1
ENSDARG00000077709	ohn_fam_BL05096	1-3	6	2
ENSDARG00000102125	ohn_fam_BL05096	1-3	6	0
ENSDARG00000073822	ohn_fam_BL05096	1-3	6	0
ENSDARG00000016551	ohn_fam_BL05096	1-3	6	1
ENSDARG00000099850	ohn_fam_BL05096	1-3	6	1
ENSDARG00000093091	ohn_fam_BL05096	1-3	6	0
BL17300	ohn_fam_BL17300	1-1	1	0
ENSDARG00000045910	ohn_fam_BL17300	1-1	1	3
BL11054	ohn_fam_BL11054	1-1	1	0
ENSDARG00000104030	ohn_fam_BL11054	1-1	1	0
BL11050	ohn_fam_BL11050	1-1	1	0
ENSDARG00000026862	ohn_fam_BL11050	1-1	1	0
BL11051	ohn_fam_BL11051	1-3	4	0
ENSDARG00000002760	ohn_fam_BL11051	1-3	4	0
ENSDARG00000042784	ohn_fam_BL11051	1-3	4	0
ENSDARG00000005510	ohn_fam_BL11051	1-3	4	0
ENSDARG00000053479	ohn_fam_BL11051	1-3	4	3
BL07701	ohn_fam_BL07701	1-1	3	1
ENSDARG00000101279	ohn_fam_BL07701	1-1	3	1
ENSDARG00000057096	ohn_fam_BL07701	1-1	3	0
ENSDARG00000014309	ohn_fam_BL07701	1-1	3	1
BL30603	ohn_fam_BL30603	1-1	1	1
ENSDARG00000068122	ohn_fam_BL30603	1-1	1	0
BL11582	ohn_fam_BL11582	1-1	1	0
ENSDARG00000101877	ohn_fam_BL11582	1-1	1	0
BL10690	ohn_fam_BL10690	1-1	2	0
ENSDARG00000011613	ohn_fam_BL10690	1-1	2	0
ENSDARG00000041853	ohn_fam_BL10690	1-1	2	2
BL11580	ohn_fam_BL11580	1-1	1	0
ENSDARG00000005945	ohn_fam_BL11580	1-1	1	0
BL02722	ohn_fam_BL02722	1-1	1	0
ENSDARG00000076755	ohn_fam_BL02722	1-1	1	1
BL00609	ohn_fam_BL00609	1-1	1	0
ENSDARG00000038905	ohn_fam_BL00609	1-1	1	0
BL00607	ohn_fam_BL00607	1-1	1	0
ENSDARG00000018190	ohn_fam_BL00607	1-1	1	1
BL19567	ohn_fam_BL19567	1-1	1	0
ENSDARG00000054255	ohn_fam_BL19567	1-1	1	2
BL03558	ohn_fam_BL03558	1-2	3	0
ENSDARG00000019383	ohn_fam_BL03558	1-2	3	0
ENSDARG00000104283	ohn_fam_BL03558	1-2	3	2
ENSDARG00000016464	ohn_fam_BL03558	1-2	3	1
BL02602	ohn_fam_BL02602	1-1	1	0
ENSDARG00000089856	ohn_fam_BL02602	1-1	1	0
BL03550	ohn_fam_BL03550	1-1	1	0
ENSDARG00000011837	ohn_fam_BL03550	1-1	1	1
BL03554	ohn_fam_BL03554	1-1	1	0
ENSDARG00000057042	ohn_fam_BL03554	1-1	1	0
BL02600	ohn_fam_BL02600	1-1	1	0
ENSDARG00000020158	ohn_fam_BL02600	1-1	1	0
BL02603	ohn_fam_BL02603	1-2	2	0
ENSDARG00000007863	ohn_fam_BL02603	1-2	2	0
ENSDARG00000002168	ohn_fam_BL02603	1-2	2	0
BL01604	ohn_fam_BL01604	1-1	1	0
ENSDARG00000022129	ohn_fam_BL01604	1-1	1	1
BL02606	ohn_fam_BL02606	1-1	1	0
ENSDARG00000062425	ohn_fam_BL02606	1-1	1	0
BL97298	ohn_fam_BL97298	1-1	1	2
ENSDARG00000011076	ohn_fam_BL97298	1-1	1	0
BL16583	ohn_fam_BL16583	1-1	1	2
ENSDARG00000056985	ohn_fam_BL16583	1-1	1	0
BL16584	ohn_fam_BL16584	1-1	1	1
ENSDARG00000053995	ohn_fam_BL16584	1-1	1	0
BL16057	ohn_fam_BL16057	1-2	4	0
ENSDARG00000012274	ohn_fam_BL16057	1-2	4	0
ENSDARG00000013274	ohn_fam_BL16057	1-2	4	2
ENSDARG00000014565	ohn_fam_BL16057	1-2	4	3
ENSDARG00000077012	ohn_fam_BL16057	1-2	4	0
BL16053	ohn_fam_BL16053	1-1	1	0
ENSDARG00000016375	ohn_fam_BL16053	1-1	1	0
BL08965	ohn_fam_BL08965	1-1	1	0
ENSDARG00000034982	ohn_fam_BL08965	1-1	1	1
BL23138	ohn_fam_BL23138	1-1	2	1
ENSDARG00000063701	ohn_fam_BL23138	1-1	2	0
ENSDARG00000042652	ohn_fam_BL23138	1-1	2	0
BL23134	ohn_fam_BL23134	1-1	1	0
ENSDARG00000036190	ohn_fam_BL23134	1-1	1	0
BL09372	ohn_fam_BL09372	1-2	1	0
ENSDARG00000089976	ohn_fam_BL09372	1-2	1	0
BL22665	ohn_fam_BL22665	1-4	7	0
ENSDARG00000055540	ohn_fam_BL22665	1-4	7	0
ENSDARG00000002037	ohn_fam_BL22665	1-4	7	2
ENSDARG00000001953	ohn_fam_BL22665	1-4	7	2
ENSDARG00000037140	ohn_fam_BL22665	1-4	7	0
ENSDARG00000023840	ohn_fam_BL22665	1-4	7	1
ENSDARG00000074457	ohn_fam_BL22665	1-4	7	0
ENSDARG00000029075	ohn_fam_BL22665	1-4	7	1
BL22666	ohn_fam_BL22666	1-1	1	1
ENSDARG00000102798	ohn_fam_BL22666	1-1	1	1
BL08136	ohn_fam_BL08136	1-1	1	0
ENSDARG00000056160	ohn_fam_BL08136	1-1	1	0
BL08131	ohn_fam_BL08131	1-1	2	0
ENSDARG00000076011	ohn_fam_BL08131	1-1	2	0
ENSDARG00000010655	ohn_fam_BL08131	1-1	2	0
BL24549	ohn_fam_BL24549	1-1	1	0
ENSDARG00000044540	ohn_fam_BL24549	1-1	1	3
BL09028	ohn_fam_BL09028	1-1	1	0
ENSDARG00000037000	ohn_fam_BL09028	1-1	1	0
