Bla	Dre	mm_cat	dre_cat
BL24087	ENSDARG00000013379	1-3	3
BL24086	ENSDARG00000042905	1-1	1
BL11342	ENSDARG00000055868	1-1	1
BL24082	ENSDARG00000012718	1-2	2
BL24082	ENSDARG00000093864	1-2	2
BL24080	ENSDARG00000038384	1-1	2
BL24080	ENSDARG00000030621	1-1	2
BL20505	ENSDARG00000079881	1-1	1
BL20500	ENSDARG00000060149	1-3	5
BL20500	ENSDARG00000088168	1-3	5
BL20500	ENSDARG00000045064	1-3	5
BL20500	ENSDARG00000055223	1-3	5
BL20500	ENSDARG00000013110	1-3	5
BL01238	ENSDARG00000053518	1-1	1
BL01231	ENSDARG00000045785	1-1	1
BL01236	ENSDARG00000069269	1-1	1
BL18242	ENSDARG00000098135	1-1	1
BL18243	ENSDARG00000011885	1-1	1
BL18240	ENSDARG00000059983	1-1	1
BL18241	ENSDARG00000004727	1-1	1
BL02255	ENSDARG00000099860	1-2	3
BL02255	ENSDARG00000099730	1-2	3
BL02255	ENSDARG00000042010	1-2	3
BL02253	ENSDARG00000063719	1-1	1
BL02250	ENSDARG00000016514	1-1	1
BL05987	ENSDARG00000042848	1-1	2
BL05987	ENSDARG00000015201	1-1	2
BL06203	ENSDARG00000061235	1-1	1
BL06205	ENSDARG00000036155	1-2	2
BL06205	ENSDARG00000099313	1-2	2
BL15720	ENSDARG00000099527	1-2	2
BL15720	ENSDARG00000052594	1-2	2
BL05168	ENSDARG00000069844	1-1	2
BL05168	ENSDARG00000062788	1-1	2
BL96011	ENSDARG00000011262	1-1	1
BL10746	ENSDARG00000061194	1-1	1
BL10744	ENSDARG00000016811	1-1	1
BL11297	ENSDARG00000077544	1-1	1
BL16745	ENSDARG00000101626	1-1	1
BL16748	ENSDARG00000033861	1-1	1
BL08699	ENSDARG00000057429	1-2	2
BL08699	ENSDARG00000039269	1-2	2
BL08695	ENSDARG00000040713	1-1	1
BL08692	ENSDARG00000012222	1-1	1
BL38921	ENSDARG00000103765	1-1	1
BL96904	ENSDARG00000004132	1-1	1
BL28317	ENSDARG00000009470	1-2	2
BL28317	ENSDARG00000006615	1-2	2
BL12246	ENSDARG00000007734	1-1	1
BL97044	ENSDARG00000029766	1-3	3
BL97044	ENSDARG00000070721	1-3	3
BL97044	ENSDARG00000099483	1-3	3
BL13625	ENSDARG00000069286	1-1	1
BL13624	ENSDARG00000068050	1-3	1
BL13628	ENSDARG00000019355	1-1	1
BL15502	ENSDARG00000034001	1-1	1
BL15503	ENSDARG00000101794	1-2	2
BL15503	ENSDARG00000059057	1-2	2
BL15505	ENSDARG00000035763	1-1	1
BL20366	ENSDARG00000041904	1-1	1
BL20363	ENSDARG00000007136	1-1	2
BL20363	ENSDARG00000008336	1-1	2
BL20360	ENSDARG00000040300	1-1	1
BL25786	ENSDARG00000069624	1-1	1
BL24782	ENSDARG00000032816	1-2	2
BL24782	ENSDARG00000014013	1-2	2
BL24787	ENSDARG00000055076	1-3	2
BL24787	ENSDARG00000086017	1-3	2
BL07312	ENSDARG00000024479	1-1	1
BL07317	ENSDARG00000008808	1-4	3
BL07317	ENSDARG00000042840	1-4	3
BL07317	ENSDARG00000058038	1-4	3
BL07318	ENSDARG00000099534	1-1	2
BL07318	ENSDARG00000005536	1-1	2
BL08385	ENSDARG00000075454	1-1	1
BL19505	ENSDARG00000059636	1-1	1
BL19501	ENSDARG00000024546	1-1	2
BL19501	ENSDARG00000017141	1-1	2
BL22206	ENSDARG00000100372	1-1	1
BL24124	ENSDARG00000079484	1-2	2
BL24124	ENSDARG00000104868	1-2	2
BL24125	ENSDARG00000020201	1-1	1
BL24127	ENSDARG00000058267	1-1	2
BL24127	ENSDARG00000010958	1-1	2
BL24123	ENSDARG00000044811	1-1	1
BL08751	ENSDARG00000017240	1-2	2
BL08751	ENSDARG00000022000	1-2	2
BL24129	ENSDARG00000078299	1-3	5
BL24129	ENSDARG00000058270	1-3	5
BL24129	ENSDARG00000014670	1-3	5
BL24129	ENSDARG00000079049	1-3	5
BL24129	ENSDARG00000073974	1-3	5
BL21578	ENSDARG00000015566	1-3	3
BL21578	ENSDARG00000005394	1-3	3
BL21578	ENSDARG00000036791	1-3	3
BL21574	ENSDARG00000059556	1-1	1
BL21577	ENSDARG00000093374	1-4	4
BL21577	ENSDARG00000002255	1-4	4
BL21577	ENSDARG00000099283	1-4	4
BL21577	ENSDARG00000076364	1-4	4
BL10119	ENSDARG00000002332	1-1	2
BL10119	ENSDARG00000078741	1-1	2
BL21571	ENSDARG00000044327	1-2	1
BL21573	ENSDARG00000035692	1-1	1
BL06047	ENSDARG00000056467	1-2	2
BL06047	ENSDARG00000038787	1-2	2
BL06046	ENSDARG00000104401	1-1	2
BL06046	ENSDARG00000075192	1-1	2
BL06041	ENSDARG00000070043	1-1	1
BL06590	ENSDARG00000061865	1-1	1
BL06593	ENSDARG00000063663	1-1	1
BL14795	ENSDARG00000045680	1-1	1
BL23272	ENSDARG00000073911	1-2	2
BL23272	ENSDARG00000076050	1-2	2
BL23274	ENSDARG00000000349	1-1	1
BL01064	ENSDARG00000013935	1-1	2
BL01064	ENSDARG00000090140	1-1	2
BL05767	ENSDARG00000020149	1-1	1
BL05766	ENSDARG00000090309	1-1	1
BL05764	ENSDARG00000011000	1-2	1
BL12810	ENSDARG00000089428	1-1	1
BL05762	ENSDARG00000077040	1-4	4
BL05762	ENSDARG00000074589	1-4	4
BL05762	ENSDARG00000077618	1-4	4
BL05762	ENSDARG00000079095	1-4	4
BL26638	ENSDARG00000098243	1-1	3
BL26638	ENSDARG00000042489	1-1	3
BL26638	ENSDARG00000020964	1-1	3
BL03337	ENSDARG00000105077	1-1	2
BL03337	ENSDARG00000004282	1-1	2
BL03339	ENSDARG00000076002	1-2	1
BL07056	ENSDARG00000098822	1-2	2
BL07056	ENSDARG00000030665	1-2	2
BL07054	ENSDARG00000038360	1-1	1
BL08117	ENSDARG00000086650	1-1	1
BL20633	ENSDARG00000078261	1-1	1
BL06905	ENSDARG00000022160	1-2	1
BL11415	ENSDARG00000062122	1-3	1
BL12992	ENSDARG00000040911	1-2	3
BL12992	ENSDARG00000061818	1-2	3
BL12992	ENSDARG00000007891	1-2	3
BL12993	ENSDARG00000101800	1-1	1
BL15076	ENSDARG00000031886	1-1	1
BL15074	ENSDARG00000002060	1-1	1
BL15075	ENSDARG00000045140	1-1	1
BL08714	ENSDARG00000062181	1-1	1
BL08716	ENSDARG00000005078	1-1	1
BL08719	ENSDARG00000104024	1-1	1
BL14844	ENSDARG00000062361	1-2	2
BL14844	ENSDARG00000079020	1-2	2
BL14847	ENSDARG00000036684	1-1	1
BL00527	ENSDARG00000030913	1-1	2
BL00527	ENSDARG00000060566	1-1	2
BL17001	ENSDARG00000062138	1-2	2
BL17001	ENSDARG00000061048	1-2	2
BL12030	ENSDARG00000056591	1-1	1
BL20938	ENSDARG00000016128	1-2	2
BL20938	ENSDARG00000029928	1-2	2
BL23374	ENSDARG00000043465	1-2	2
BL23374	ENSDARG00000013443	1-2	2
BL19366	ENSDARG00000033609	1-3	2
BL19366	ENSDARG00000101127	1-3	2
BL19368	ENSDARG00000099077	1-1	3
BL19368	ENSDARG00000102022	1-1	3
BL19368	ENSDARG00000030133	1-1	3
BL19094	ENSDARG00000021806	1-3	4
BL19094	ENSDARG00000016154	1-3	4
BL19094	ENSDARG00000021443	1-3	4
BL19094	ENSDARG00000040503	1-3	4
BL19099	ENSDARG00000036784	1-1	1
BL02625	ENSDARG00000078073	1-1	1
BL15332	ENSDARG00000025332	1-1	1
BL15335	ENSDARG00000067913	1-1	1
BL18577	ENSDARG00000098201	1-2	2
BL18577	ENSDARG00000101246	1-2	2
BL00037	ENSDARG00000074728	1-1	1
BL20115	ENSDARG00000071573	1-1	1
BL20114	ENSDARG00000074156	1-2	2
BL20114	ENSDARG00000012138	1-2	2
BL07290	ENSDARG00000094204	1-1	1
BL01928	ENSDARG00000041830	1-1	1
BL01920	ENSDARG00000098826	1-2	2
BL01920	ENSDARG00000062575	1-2	2
BL01925	ENSDARG00000056235	1-1	1
BL01924	ENSDARG00000069673	1-1	1
BL30447	ENSDARG00000035771	1-1	2
BL30447	ENSDARG00000059461	1-1	2
BL06658	ENSDARG00000045155	1-1	1
BL06659	ENSDARG00000062834	1-1	1
BL06657	ENSDARG00000061802	1-1	1
BL06653	ENSDARG00000030560	1-1	1
BL06650	ENSDARG00000071500	1-1	1
BL10206	ENSDARG00000030641	1-1	1
BL10205	ENSDARG00000077934	1-1	1
BL71162	ENSDARG00000103226	1-1	1
BL03396	ENSDARG00000002986	1-1	1
BL16078	ENSDARG00000063559	1-1	1
BL19811	ENSDARG00000012942	1-4	4
BL19811	ENSDARG00000002494	1-4	4
BL19811	ENSDARG00000045070	1-4	4
BL19811	ENSDARG00000028222	1-4	4
BL21612	ENSDARG00000102748	1-1	1
BL11158	ENSDARG00000090818	1-1	1
BL11150	ENSDARG00000090673	1-1	1
BL11155	ENSDARG00000102404	1-1	1
BL00729	ENSDARG00000016753	1-1	1
BL00720	ENSDARG00000069928	1-1	2
BL00720	ENSDARG00000003008	1-1	2
BL00721	ENSDARG00000043986	1-1	1
BL00723	ENSDARG00000098367	1-1	1
BL17245	ENSDARG00000038858	1-1	1
BL04403	ENSDARG00000043077	1-1	1
BL04402	ENSDARG00000102765	1-1	1
BL04405	ENSDARG00000033533	1-1	1
BL04407	ENSDARG00000077751	1-1	1
BL00894	ENSDARG00000005085	1-1	2
BL00894	ENSDARG00000076406	1-1	2
BL00895	ENSDARG00000038445	1-2	3
BL00895	ENSDARG00000035868	1-2	3
BL00895	ENSDARG00000003084	1-2	3
BL18212	ENSDARG00000016818	1-1	4
BL18212	ENSDARG00000100075	1-1	4
BL18212	ENSDARG00000079361	1-1	4
BL18212	ENSDARG00000058574	1-1	4
BL08249	ENSDARG00000013333	1-1	1
BL16312	ENSDARG00000069980	1-2	1
BL16311	ENSDARG00000023330	1-3	3
BL16311	ENSDARG00000054804	1-3	3
BL16311	ENSDARG00000006487	1-3	3
BL08245	ENSDARG00000054707	1-1	1
BL02767	ENSDARG00000001788	1-1	1
BL02762	ENSDARG00000013946	1-1	2
BL02762	ENSDARG00000031100	1-1	2
BL02760	ENSDARG00000057918	1-1	2
BL02760	ENSDARG00000026048	1-1	2
BL02761	ENSDARG00000054723	1-2	2
BL02761	ENSDARG00000087596	1-2	2
BL02490	ENSDARG00000103983	1-1	1
BL02492	ENSDARG00000005463	1-1	2
BL02492	ENSDARG00000053896	1-1	2
BL02495	ENSDARG00000012591	1-1	2
BL02495	ENSDARG00000035054	1-1	2
BL02498	ENSDARG00000006683	1-2	3
BL02498	ENSDARG00000006299	1-2	3
BL02498	ENSDARG00000073848	1-2	3
BL02499	ENSDARG00000099624	1-1	1
BL65416	ENSDARG00000009336	1-2	1
BL95822	ENSDARG00000009252	1-1	1
BL31539	ENSDARG00000099336	1-1	1
BL12542	ENSDARG00000074663	1-1	1
BL21628	ENSDARG00000052520	1-2	4
BL21628	ENSDARG00000036897	1-2	4
BL21628	ENSDARG00000029621	1-2	4
BL21628	ENSDARG00000057053	1-2	4
BL12544	ENSDARG00000062142	1-1	1
BL10941	ENSDARG00000099517	1-2	3
BL10941	ENSDARG00000002071	1-2	3
BL10941	ENSDARG00000012399	1-2	3
BL10940	ENSDARG00000060564	1-1	1
BL10943	ENSDARG00000075559	1-1	1
BL09142	ENSDARG00000076213	1-2	3
BL09142	ENSDARG00000063180	1-2	3
BL09142	ENSDARG00000024874	1-2	3
BL08185	ENSDARG00000001968	1-3	1
BL22748	ENSDARG00000060257	1-1	2
BL22748	ENSDARG00000063190	1-1	2
BL15139	ENSDARG00000104414	1-1	1
BL15135	ENSDARG00000035256	1-1	2
BL15135	ENSDARG00000100371	1-1	2
BL24379	ENSDARG00000020041	1-1	1
BL24375	ENSDARG00000101291	1-1	1
BL19932	ENSDARG00000062956	1-1	1
BL14616	ENSDARG00000023768	1-1	2
BL14616	ENSDARG00000008263	1-1	2
BL15909	ENSDARG00000029898	1-4	7
BL15909	ENSDARG00000100436	1-4	7
BL15909	ENSDARG00000102968	1-4	7
BL15909	ENSDARG00000012297	1-4	7
BL15909	ENSDARG00000070726	1-4	7
BL15909	ENSDARG00000012125	1-4	7
BL15909	ENSDARG00000069383	1-4	7
BL15902	ENSDARG00000086150	1-1	1
BL15900	ENSDARG00000059391	1-1	3
BL15900	ENSDARG00000033380	1-1	3
BL15900	ENSDARG00000011934	1-1	3
BL17219	ENSDARG00000043371	1-1	1
BL17210	ENSDARG00000033012	1-2	1
BL96495	ENSDARG00000030490	1-4	5
BL96495	ENSDARG00000053956	1-4	5
BL96495	ENSDARG00000092624	1-4	5
BL96495	ENSDARG00000068624	1-4	5
BL96495	ENSDARG00000102883	1-4	5
BL08542	ENSDARG00000030107	1-3	3
BL08542	ENSDARG00000063068	1-3	3
BL08542	ENSDARG00000009499	1-3	3
BL03103	ENSDARG00000008487	1-3	3
BL03103	ENSDARG00000100222	1-3	3
BL03103	ENSDARG00000101419	1-3	3
BL21513	ENSDARG00000101858	1-2	2
BL21513	ENSDARG00000028533	1-2	2
BL83073	ENSDARG00000097920	1-1	1
BL19118	ENSDARG00000018000	1-3	3
BL19118	ENSDARG00000060306	1-3	3
BL19118	ENSDARG00000029497	1-3	3
BL14749	ENSDARG00000079725	1-1	1
BL30223	ENSDARG00000057853	1-1	2
BL30223	ENSDARG00000036577	1-1	2
BL21470	ENSDARG00000017329	1-2	1
BL20705	ENSDARG00000003795	1-1	1
BL20703	ENSDARG00000043720	1-1	1
BL02802	ENSDARG00000040485	1-2	3
BL02802	ENSDARG00000086762	1-2	3
BL02802	ENSDARG00000079945	1-2	3
BL06283	ENSDARG00000102024	1-1	2
BL06283	ENSDARG00000097451	1-1	2
BL07487	ENSDARG00000071492	1-1	1
BL97409	ENSDARG00000079280	1-1	1
BL07483	ENSDARG00000043361	1-2	4
BL07483	ENSDARG00000074262	1-2	4
BL07483	ENSDARG00000075369	1-2	4
BL07483	ENSDARG00000018206	1-2	4
BL07488	ENSDARG00000014531	1-3	2
BL07488	ENSDARG00000052104	1-3	2
BL02301	ENSDARG00000040727	1-1	1
BL02302	ENSDARG00000021569	1-1	1
BL01884	ENSDARG00000098204	1-1	2
BL01884	ENSDARG00000091042	1-1	2
BL01885	ENSDARG00000039929	1-2	2
BL01885	ENSDARG00000016598	1-2	2
BL07737	ENSDARG00000006474	1-2	1
BL07735	ENSDARG00000090697	1-1	2
BL07735	ENSDARG00000002549	1-1	2
BL13962	ENSDARG00000012574	1-2	3
BL13962	ENSDARG00000061525	1-2	3
BL13962	ENSDARG00000101894	1-2	3
BL13961	ENSDARG00000044251	1-3	2
BL13961	ENSDARG00000033614	1-3	2
BL14850	ENSDARG00000090418	1-1	1
BL14857	ENSDARG00000043884	1-1	1
BL14854	ENSDARG00000026329	1-3	5
BL14854	ENSDARG00000052496	1-3	5
BL14854	ENSDARG00000062049	1-3	5
BL14854	ENSDARG00000017748	1-3	5
BL14854	ENSDARG00000077249	1-3	5
BL05420	ENSDARG00000042641	1-1	1
BL10431	ENSDARG00000020143	1-1	1
BL10430	ENSDARG00000034222	1-1	1
BL10435	ENSDARG00000046081	1-1	1
BL17727	ENSDARG00000104834	1-1	2
BL17727	ENSDARG00000077327	1-1	2
BL10436	ENSDARG00000024324	1-2	1
BL05257	ENSDARG00000005284	1-1	1
BL05252	ENSDARG00000104817	1-1	1
BL05250	ENSDARG00000040635	1-1	2
BL05250	ENSDARG00000010442	1-1	2
BL08560	ENSDARG00000023396	1-1	1
BL08564	ENSDARG00000059081	1-2	3
BL08564	ENSDARG00000100691	1-2	3
BL08564	ENSDARG00000055786	1-2	3
BL04618	ENSDARG00000012848	1-1	1
BL04615	ENSDARG00000101306	1-1	1
BL16870	ENSDARG00000062806	1-2	1
BL16876	ENSDARG00000039850	1-2	2
BL16876	ENSDARG00000056396	1-2	2
BL16878	ENSDARG00000009806	1-1	1
BL11474	ENSDARG00000045257	1-1	1
BL00913	ENSDARG00000102571	1-1	2
BL00913	ENSDARG00000069261	1-1	2
BL16290	ENSDARG00000099547	1-2	2
BL16290	ENSDARG00000098641	1-2	2
BL29660	ENSDARG00000014963	1-1	1
BL78227	ENSDARG00000088999	1-1	1
BL95985	ENSDARG00000092112	1-2	2
BL95985	ENSDARG00000036721	1-2	2
BL16121	ENSDARG00000020228	1-2	2
BL16121	ENSDARG00000041689	1-2	2
BL17457	ENSDARG00000068868	1-4	4
BL17457	ENSDARG00000070560	1-4	4
BL17457	ENSDARG00000101813	1-4	4
BL17457	ENSDARG00000005015	1-4	4
BL17455	ENSDARG00000028475	1-1	1
BL95671	ENSDARG00000079670	1-2	2
BL95671	ENSDARG00000044281	1-2	2
BL13513	ENSDARG00000056090	1-3	2
BL13513	ENSDARG00000034240	1-3	2
BL13511	ENSDARG00000087962	1-1	1
BL13510	ENSDARG00000063195	1-1	1
BL13515	ENSDARG00000087107	1-1	1
BL13519	ENSDARG00000061486	1-1	1
BL17983	ENSDARG00000003526	1-2	1
BL17986	ENSDARG00000039521	1-1	2
BL17986	ENSDARG00000061602	1-1	2
BL09726	ENSDARG00000008184	1-3	1
BL17989	ENSDARG00000035870	1-2	2
BL17989	ENSDARG00000006397	1-2	2
BL14184	ENSDARG00000102471	1-3	2
BL14184	ENSDARG00000041304	1-3	2
BL14180	ENSDARG00000100419	1-1	1
BL11803	ENSDARG00000016687	1-1	1
BL11806	ENSDARG00000013382	1-1	1
BL27630	ENSDARG00000020289	1-1	1
BL22285	ENSDARG00000063095	1-2	1
BL96518	ENSDARG00000029291	1-1	2
BL96518	ENSDARG00000076699	1-1	2
BL13701	ENSDARG00000037501	1-1	1
BL14576	ENSDARG00000008740	1-1	1
BL08000	ENSDARG00000041252	1-1	1
BL08008	ENSDARG00000091198	1-1	1
BL20621	ENSDARG00000057879	1-3	3
BL20621	ENSDARG00000071212	1-3	3
BL20621	ENSDARG00000103026	1-3	3
BL14974	ENSDARG00000104793	1-1	1
BL13551	ENSDARG00000027724	1-1	2
BL13551	ENSDARG00000062696	1-1	2
BL18458	ENSDARG00000014439	1-2	2
BL18458	ENSDARG00000063578	1-2	2
BL14976	ENSDARG00000037358	1-1	1
BL14977	ENSDARG00000077471	1-1	1
BL14971	ENSDARG00000038537	1-3	3
BL14971	ENSDARG00000098871	1-3	3
BL14971	ENSDARG00000103667	1-3	3
BL14973	ENSDARG00000069729	1-1	1
BL14979	ENSDARG00000006816	1-1	2
BL14979	ENSDARG00000069910	1-1	2
BL01578	ENSDARG00000092285	1-1	1
BL14149	ENSDARG00000061260	1-1	2
BL14149	ENSDARG00000102066	1-1	2
BL22913	ENSDARG00000020840	1-1	1
BL12041	ENSDARG00000006240	1-2	3
BL12041	ENSDARG00000017047	1-2	3
BL12041	ENSDARG00000104949	1-2	3
BL18470	ENSDARG00000040439	1-1	1
BL20942	ENSDARG00000014770	1-3	2
BL20942	ENSDARG00000076303	1-3	2
BL18479	ENSDARG00000037068	1-4	3
BL18479	ENSDARG00000013539	1-4	3
BL18479	ENSDARG00000069111	1-4	3
BL18478	ENSDARG00000009094	1-3	3
BL18478	ENSDARG00000016526	1-3	3
BL18478	ENSDARG00000059327	1-3	3
BL23362	ENSDARG00000003087	1-1	1
BL03372	ENSDARG00000071562	1-2	3
BL03372	ENSDARG00000074984	1-2	3
BL03372	ENSDARG00000077166	1-2	3
BL19705	ENSDARG00000102403	1-2	4
BL19705	ENSDARG00000069074	1-2	4
BL19705	ENSDARG00000011583	1-2	4
BL19705	ENSDARG00000045768	1-2	4
BL05983	ENSDARG00000101079	1-1	1
BL05981	ENSDARG00000074303	1-1	2
BL05981	ENSDARG00000075509	1-1	2
BL04056	ENSDARG00000019231	1-1	1
BL04054	ENSDARG00000076564	1-1	1
BL04053	ENSDARG00000040407	1-3	1
BL04059	ENSDARG00000009862	1-1	1
BL23454	ENSDARG00000060252	1-1	1
BL02064	ENSDARG00000076815	1-1	1
BL02060	ENSDARG00000045493	1-1	1
BL02062	ENSDARG00000098644	1-2	3
BL02062	ENSDARG00000044556	1-2	3
BL02062	ENSDARG00000078185	1-2	3
BL59016	ENSDARG00000097753	1-1	1
BL12916	ENSDARG00000104175	1-1	2
BL12916	ENSDARG00000056842	1-1	2
BL06364	ENSDARG00000069171	1-1	2
BL06364	ENSDARG00000045506	1-1	2
BL79048	ENSDARG00000055344	1-1	2
BL79048	ENSDARG00000055339	1-1	2
BL03854	ENSDARG00000008278	1-3	3
BL03854	ENSDARG00000031434	1-3	3
BL03854	ENSDARG00000004502	1-3	3
BL05048	ENSDARG00000101164	1-1	2
BL05048	ENSDARG00000045620	1-1	2
BL05042	ENSDARG00000052827	1-1	1
BL05043	ENSDARG00000076566	1-1	1
BL05040	ENSDARG00000075783	1-1	1
BL02898	ENSDARG00000063313	1-1	2
BL02898	ENSDARG00000076015	1-1	2
BL02899	ENSDARG00000102997	1-1	1
BL02895	ENSDARG00000008370	1-2	3
BL02895	ENSDARG00000045150	1-2	3
BL02895	ENSDARG00000006125	1-2	3
BL11393	ENSDARG00000010816	1-1	2
BL11393	ENSDARG00000079231	1-1	2
BL11391	ENSDARG00000070485	1-1	1
BL08247	ENSDARG00000018096	1-1	1
BL11399	ENSDARG00000017986	1-1	1
BL08241	ENSDARG00000075989	1-1	1
BL16623	ENSDARG00000011488	1-1	1
BL08792	ENSDARG00000010169	1-1	1
BL03073	ENSDARG00000091652	1-1	1
BL96827	ENSDARG00000075923	1-1	1
BL11536	ENSDARG00000070795	1-2	2
BL11536	ENSDARG00000010432	1-2	2
BL11533	ENSDARG00000059357	1-1	1
BL09682	ENSDARG00000040158	1-1	2
BL09682	ENSDARG00000044573	1-1	2
BL09683	ENSDARG00000023852	1-1	1
BL09687	ENSDARG00000039022	1-3	5
BL09687	ENSDARG00000002210	1-3	5
BL09687	ENSDARG00000060390	1-3	5
BL09687	ENSDARG00000023878	1-3	5
BL09687	ENSDARG00000100955	1-3	5
BL14075	ENSDARG00000043137	1-1	1
BL09534	ENSDARG00000025507	1-1	1
BL13703	ENSDARG00000041735	1-1	2
BL13703	ENSDARG00000074248	1-1	2
BL13700	ENSDARG00000052644	1-2	2
BL13700	ENSDARG00000009568	1-2	2
BL13707	ENSDARG00000052379	1-1	1
BL13704	ENSDARG00000103457	1-1	1
BL13705	ENSDARG00000007477	1-1	1
BL13709	ENSDARG00000099617	1-1	1
BL15627	ENSDARG00000009626	1-1	3
BL15627	ENSDARG00000032951	1-1	3
BL15627	ENSDARG00000056089	1-1	3
BL15623	ENSDARG00000031511	1-1	1
BL15620	ENSDARG00000074286	1-1	2
BL15620	ENSDARG00000055365	1-1	2
BL23189	ENSDARG00000078187	1-4	5
BL23189	ENSDARG00000014378	1-4	5
BL23189	ENSDARG00000075815	1-4	5
BL23189	ENSDARG00000073756	1-4	5
BL23189	ENSDARG00000062058	1-4	5
BL23188	ENSDARG00000078442	1-1	1
BL23183	ENSDARG00000025820	1-1	1
BL23181	ENSDARG00000030933	1-2	3
BL23181	ENSDARG00000094526	1-2	3
BL23181	ENSDARG00000068714	1-2	3
BL14393	ENSDARG00000063371	1-2	2
BL14393	ENSDARG00000078775	1-2	2
BL23459	ENSDARG00000004948	1-1	1
BL20190	ENSDARG00000033594	1-2	1
BL20193	ENSDARG00000063161	1-1	1
BL24869	ENSDARG00000054220	1-1	1
BL24867	ENSDARG00000100452	1-1	1
BL24860	ENSDARG00000104478	1-2	2
BL24860	ENSDARG00000016350	1-2	2
BL07219	ENSDARG00000005451	1-2	2
BL07219	ENSDARG00000056122	1-2	2
BL07211	ENSDARG00000100789	1-1	1
BL19621	ENSDARG00000062421	1-1	1
BL22326	ENSDARG00000089957	1-4	4
BL22326	ENSDARG00000041358	1-4	4
BL22326	ENSDARG00000058421	1-4	4
BL22326	ENSDARG00000020493	1-4	4
BL21745	ENSDARG00000043627	1-4	4
BL21745	ENSDARG00000059900	1-4	4
BL21745	ENSDARG00000104493	1-4	4
BL21745	ENSDARG00000062192	1-4	4
BL06160	ENSDARG00000045402	1-1	1
BL01304	ENSDARG00000074790	1-1	1
BL01307	ENSDARG00000004280	1-1	1
BL01302	ENSDARG00000060522	1-1	1
BL01309	ENSDARG00000077583	1-1	1
BL11308	ENSDARG00000091402	1-1	1
BL03273	ENSDARG00000056623	1-1	2
BL03273	ENSDARG00000071018	1-1	2
BL03271	ENSDARG00000058041	1-1	1
BL08505	ENSDARG00000075545	1-3	3
BL08505	ENSDARG00000059707	1-3	3
BL08505	ENSDARG00000061424	1-3	3
BL03274	ENSDARG00000077107	1-1	2
BL03274	ENSDARG00000075851	1-1	2
BL16392	ENSDARG00000006225	1-2	3
BL16392	ENSDARG00000036069	1-2	3
BL16392	ENSDARG00000015111	1-2	3
BL08815	ENSDARG00000037867	1-1	1
BL08813	ENSDARG00000010411	1-4	3
BL08813	ENSDARG00000004633	1-4	3
BL08813	ENSDARG00000008377	1-4	3
BL12424	ENSDARG00000023815	1-1	1
BL12422	ENSDARG00000101999	1-1	1
BL12423	ENSDARG00000058504	1-3	4
BL12423	ENSDARG00000056803	1-3	4
BL12423	ENSDARG00000076073	1-3	4
BL12423	ENSDARG00000027966	1-3	4
BL04647	ENSDARG00000098242	1-1	1
BL03611	ENSDARG00000041428	1-1	1
BL03613	ENSDARG00000007885	1-1	1
BL95205	ENSDARG00000068141	1-1	1
BL13279	ENSDARG00000088145	1-2	3
BL13279	ENSDARG00000044373	1-2	3
BL13279	ENSDARG00000043548	1-2	3
BL13276	ENSDARG00000018623	1-1	1
BL13277	ENSDARG00000062919	1-1	1
BL13274	ENSDARG00000077479	1-1	1
BL19182	ENSDARG00000011545	1-4	7
BL19182	ENSDARG00000043241	1-4	7
BL19182	ENSDARG00000098475	1-4	7
BL19182	ENSDARG00000039215	1-4	7
BL19182	ENSDARG00000056511	1-4	7
BL19182	ENSDARG00000012610	1-4	7
BL19182	ENSDARG00000038378	1-4	7
BL13859	ENSDARG00000074726	1-1	1
BL13855	ENSDARG00000039513	1-1	1
BL07194	ENSDARG00000089278	1-3	7
BL07194	ENSDARG00000091672	1-3	7
BL07194	ENSDARG00000092476	1-3	7
BL07194	ENSDARG00000005176	1-3	7
BL07194	ENSDARG00000036068	1-3	7
BL07194	ENSDARG00000036067	1-3	7
BL07194	ENSDARG00000036066	1-3	7
BL02915	ENSDARG00000002613	1-1	1
BL19187	ENSDARG00000104669	1-1	1
BL08455	ENSDARG00000040582	1-1	1
BL08452	ENSDARG00000011841	1-2	1
BL00209	ENSDARG00000057973	1-1	1
BL16984	ENSDARG00000101915	1-2	1
BL09476	ENSDARG00000043260	1-1	1
BL09470	ENSDARG00000089260	1-1	1
BL17160	ENSDARG00000010113	1-1	1
BL17161	ENSDARG00000026680	1-2	1
BL17169	ENSDARG00000038910	1-1	1
BL22546	ENSDARG00000017500	1-2	3
BL22546	ENSDARG00000004877	1-2	3
BL22546	ENSDARG00000058993	1-2	3
BL22540	ENSDARG00000037846	1-1	1
BL22541	ENSDARG00000079272	1-2	3
BL22541	ENSDARG00000095157	1-2	3
BL22541	ENSDARG00000075180	1-2	3
BL89092	ENSDARG00000011152	1-1	1
BL22549	ENSDARG00000059760	1-1	1
BL17299	ENSDARG00000015314	1-1	1
BL19199	ENSDARG00000025948	1-1	1
BL19194	ENSDARG00000018165	1-2	2
BL19194	ENSDARG00000099541	1-2	2
BL19196	ENSDARG00000086310	1-1	1
BL19193	ENSDARG00000038308	1-1	1
BL21166	ENSDARG00000022970	1-1	1
BL21168	ENSDARG00000036776	1-1	1
BL17835	ENSDARG00000003151	1-1	1
BL17830	ENSDARG00000052110	1-3	4
BL17830	ENSDARG00000042551	1-3	4
BL17830	ENSDARG00000029356	1-3	4
